loan_id,customer_id,branch_id,loan_type,loan_amount,tenure_months,interest_rate,disbursement_date,loan_status
LN003281,CUST00984,BR007,Personal Loan,36000,12,21.23,2023-12-25,Written-Off
LN003282,CUST06777,BR035,Consumer Durable,473000,18,20.65,2022-02-19,Active
LN003283,CUST02433,BR016,Personal Loan,47000,18,18.5,2022-05-08,Closed
LN003284,CUST05276,BR012,Two-Wheeler Loan,92000,24,22.18,2021-10-12,Closed
LN003285,CUST06010,BR005,Two-Wheeler Loan,325000,60,16.64,2023-01-01,Closed
LN003286,CUST03153,BR007,Personal Loan,1325000,18,22.09,2022-10-17,Closed
LN003287,CUST07656,BR014,Consumer Durable,376000,48,21.72,2022-07-28,Active
LN003288,CUST05999,BR014,Personal Loan,44000,12,14.85,2023-11-22,Active
LN003289,CUST05377,BR033,Personal Loan,64000,36,19.8,2023-03-03,Active
LN003290,CUST01731,BR006,Personal Loan,94000,48,16.29,2022-08-07,Active
LN003291,CUST04289,BR004,Two-Wheeler Loan,47000,24,13.09,2021-10-27,Active
LN003292,CUST06166,BR024,Two-Wheeler Loan,46000,36,16.42,2023-11-07,Active
LN003293,CUST02483,BR032,Personal Loan,449000,18,11.16,2021-10-17,Active
LN003294,CUST01409,BR018,Personal Loan,36000,18,21.24,2021-05-06,Active
LN003295,CUST02499,BR031,Personal Loan,300000,24,18.05,2021-07-11,Active
LN003296,CUST00543,BR038,Personal Loan,105000,60,22.79,2022-03-22,Closed
LN003297,CUST03182,BR021,Consumer Durable,66000,24,21.45,2022-05-05,Closed
LN003298,CUST04142,BR004,Two-Wheeler Loan,1310000,18,20.85,2022-03-31,Closed
LN003299,CUST04107,BR005,Personal Loan,481000,24,19.05,2021-07-04,Closed
LN003300,CUST07739,BR020,Personal Loan,257000,18,16.49,2022-07-20,Closed
LN003301,CUST03644,BR016,Two-Wheeler Loan,659000,36,14.83,2021-07-26,Closed
LN003302,CUST01712,BR032,Consumer Durable,38000,24,15.62,2022-12-08,Active
LN003303,CUST02160,BR014,Personal Loan,1478000,48,16.66,2023-12-17,Active
LN003304,CUST06801,BR014,Personal Loan,39000,36,15.63,2021-08-06,Closed
LN003305,CUST07358,BR023,Two-Wheeler Loan,42000,18,15.77,2022-05-24,Active
LN003306,CUST02795,BR023,Personal Loan,318000,24,12.26,2023-11-19,Closed
LN003307,CUST06025,BR026,Consumer Durable,871000,60,12.57,2021-12-03,Closed
LN003308,CUST00366,BR005,Consumer Durable,1249000,48,17.95,2022-01-31,Closed
LN003309,CUST00827,BR039,Consumer Durable,85000,60,13.62,2023-09-13,Active
LN003310,CUST00418,BR034,Personal Loan,95000,48,13.52,2021-10-13,Closed
LN003311,CUST06456,BR036,Personal Loan,31000,24,17.44,2022-08-29,Closed
LN003312,CUST03524,BR012,Personal Loan,67000,60,14.41,2021-04-03,Written-Off
LN003313,CUST01970,BR014,Personal Loan,30000,60,15.67,2023-09-11,Active
LN003314,CUST03227,BR023,Personal Loan,1164000,18,22.78,2022-10-06,Active
LN003315,CUST04015,BR015,Personal Loan,1281000,36,21.19,2021-12-14,Written-Off
LN003316,CUST04624,BR021,Personal Loan,1437000,36,11.89,2021-10-17,Active
LN003317,CUST00528,BR013,Personal Loan,61000,48,22.44,2022-11-29,Closed
LN003318,CUST00687,BR017,Personal Loan,56000,24,15.22,2023-09-23,Active
LN003319,CUST05141,BR021,Consumer Durable,1321000,12,13.32,2023-08-18,Closed
LN003320,CUST04102,BR022,Two-Wheeler Loan,175000,48,21.32,2022-01-16,Written-Off
LN003321,CUST06617,BR003,Consumer Durable,27000,24,14.56,2021-11-14,Written-Off
LN003322,CUST01508,BR026,Personal Loan,1403000,12,12.38,2021-07-01,Written-Off
LN003323,CUST03009,BR040,Personal Loan,41000,24,20.39,2022-05-26,Closed
LN003324,CUST04833,BR013,Personal Loan,404000,48,11.97,2021-04-13,Closed
LN003325,CUST04569,BR013,Personal Loan,80000,12,18.61,2023-06-13,Closed
LN003326,CUST06564,BR008,Personal Loan,42000,24,12.66,2022-03-20,Closed
LN003327,CUST04331,BR016,Personal Loan,1492000,48,15.75,2023-10-11,Active
LN003328,CUST03502,BR008,Consumer Durable,43000,60,23.97,2022-06-01,Active
LN003329,CUST00072,BR029,Personal Loan,65000,48,15.1,2023-08-24,Active
LN003330,CUST03748,BR002,Personal Loan,50000,36,17.66,2023-09-19,Closed
LN003331,CUST06725,BR001,Two-Wheeler Loan,127000,18,23.42,2021-05-15,Active
LN003332,CUST02460,BR031,Consumer Durable,274000,36,12.15,2022-02-16,Written-Off
LN003333,CUST03994,BR031,Personal Loan,1237000,60,15.95,2021-10-29,Closed
LN003334,CUST03926,BR008,Two-Wheeler Loan,459000,48,20.55,2023-10-22,Closed
LN003335,CUST02289,BR026,Personal Loan,56000,60,16.22,2023-05-23,Active
LN003336,CUST00384,BR037,Two-Wheeler Loan,336000,18,18.57,2021-12-30,Closed
LN003337,CUST07837,BR021,Two-Wheeler Loan,493000,12,18.67,2023-12-03,Active
LN003338,CUST07412,BR037,Personal Loan,915000,48,18.46,2022-06-21,Closed
LN003339,CUST00498,BR026,Personal Loan,1075000,24,13.19,2021-05-18,Active
LN003340,CUST01592,BR015,Personal Loan,414000,60,15.92,2023-08-26,Closed
LN003341,CUST07323,BR035,Two-Wheeler Loan,30000,24,18.64,2023-03-10,Closed
LN003342,CUST00506,BR028,Consumer Durable,1330000,48,13.87,2023-07-19,Active
LN003343,CUST07046,BR031,Consumer Durable,113000,36,22.84,2023-11-11,Active
LN003344,CUST03514,BR020,Consumer Durable,542000,12,18.24,2021-03-11,Active
LN003345,CUST06381,BR012,Consumer Durable,64000,36,21.4,2023-07-17,Active
LN003346,CUST00615,BR021,Personal Loan,1305000,18,22.49,2023-02-16,Active
LN003347,CUST05782,BR001,Personal Loan,1255000,60,14.39,2021-09-19,Closed
LN003348,CUST03291,BR017,Two-Wheeler Loan,37000,12,17.12,2021-03-26,Active
LN003349,CUST07210,BR018,Consumer Durable,1361000,36,19.83,2022-08-26,Closed
LN003350,CUST07216,BR020,Consumer Durable,452000,60,19.76,2021-10-24,Closed
LN003351,CUST04371,BR037,Two-Wheeler Loan,34000,36,18.75,2022-11-18,Written-Off
LN003352,CUST03579,BR037,Personal Loan,53000,60,10.57,2023-11-01,Active
LN003353,CUST04995,BR018,Two-Wheeler Loan,178000,24,12.13,2022-09-20,Active
LN003354,CUST04837,BR021,Two-Wheeler Loan,276000,60,11.43,2023-11-04,Active
LN003355,CUST06380,BR024,Personal Loan,38000,18,23.45,2022-05-25,Active
LN003356,CUST01011,BR035,Personal Loan,739000,24,19.44,2021-05-29,Active
LN003357,CUST00809,BR037,Personal Loan,93000,60,19.1,2021-05-26,Active
LN003358,CUST07802,BR010,Consumer Durable,60000,36,13.08,2021-03-06,Closed
LN003359,CUST06303,BR009,Two-Wheeler Loan,161000,36,21.17,2023-04-27,Closed
LN003360,CUST03878,BR017,Personal Loan,75000,48,17.91,2021-03-21,Written-Off
LN003361,CUST04182,BR014,Personal Loan,315000,12,11.97,2022-05-15,Closed
LN003362,CUST06917,BR038,Personal Loan,93000,18,16.89,2023-01-24,Active
LN003363,CUST05775,BR031,Personal Loan,1128000,12,13.28,2021-11-20,Written-Off
LN003364,CUST06711,BR004,Two-Wheeler Loan,62000,12,19.4,2023-04-18,Written-Off
LN003365,CUST03738,BR032,Personal Loan,84000,24,14.29,2021-02-01,Active
LN003366,CUST01277,BR040,Consumer Durable,156000,18,13.11,2023-10-28,Active
LN003367,CUST02928,BR001,Personal Loan,58000,24,19.37,2023-07-22,Closed
LN003368,CUST01768,BR017,Personal Loan,950000,12,20.03,2021-03-18,Active
LN003369,CUST00475,BR020,Consumer Durable,1289000,36,13.13,2022-05-26,Active
LN003370,CUST00988,BR028,Consumer Durable,70000,48,15.27,2021-03-15,Written-Off
LN003371,CUST03849,BR017,Consumer Durable,27000,12,18.29,2021-03-24,Closed
LN003372,CUST04220,BR021,Personal Loan,94000,36,17.54,2023-02-07,Closed
LN003373,CUST02964,BR032,Consumer Durable,280000,60,14.0,2023-12-14,Closed
LN003374,CUST07106,BR035,Personal Loan,1466000,48,15.73,2023-08-19,Closed
LN003375,CUST03646,BR033,Personal Loan,868000,24,11.61,2021-05-15,Closed
LN003376,CUST07525,BR007,Personal Loan,123000,18,13.19,2023-12-09,Closed
LN003377,CUST06172,BR031,Personal Loan,395000,24,23.36,2021-01-05,Closed
LN003378,CUST01750,BR028,Two-Wheeler Loan,39000,12,16.02,2021-10-03,Active
LN003379,CUST07168,BR001,Consumer Durable,1436000,12,22.17,2023-04-20,Closed
LN003380,CUST00324,BR038,Consumer Durable,31000,12,16.74,2022-11-21,Active
LN003381,CUST07244,BR026,Personal Loan,749000,12,17.27,2023-11-10,Active
LN003382,CUST03158,BR034,Two-Wheeler Loan,56000,60,11.41,2021-01-02,Active
LN003383,CUST03040,BR014,Two-Wheeler Loan,130000,12,22.59,2023-05-27,Closed
LN003384,CUST07855,BR023,Personal Loan,1200000,48,15.25,2023-12-23,Active
LN003385,CUST07272,BR016,Personal Loan,79000,48,20.71,2023-10-07,Written-Off
LN003386,CUST07372,BR011,Personal Loan,92000,12,14.77,2021-11-20,Closed
LN003387,CUST00018,BR018,Personal Loan,951000,18,11.83,2021-08-01,Active
LN003388,CUST05834,BR039,Consumer Durable,82000,60,15.28,2023-03-23,Active
LN003389,CUST06398,BR015,Personal Loan,82000,60,15.18,2021-02-14,Closed
LN003390,CUST01356,BR024,Personal Loan,463000,18,12.58,2021-01-16,Closed
LN003391,CUST06061,BR033,Personal Loan,92000,36,12.62,2023-10-14,Active
LN003392,CUST06535,BR006,Consumer Durable,150000,36,21.93,2023-05-03,Written-Off
LN003393,CUST06760,BR039,Consumer Durable,1239000,24,10.74,2021-07-04,Active
LN003394,CUST07544,BR034,Consumer Durable,50000,36,14.69,2022-01-13,Closed
LN003395,CUST07987,BR006,Personal Loan,379000,18,13.44,2023-07-03,Active
LN003396,CUST01917,BR021,Two-Wheeler Loan,84000,48,22.0,2022-02-12,Active
LN003397,CUST03512,BR039,Personal Loan,90000,60,20.38,2022-09-16,Active
LN003398,CUST02462,BR032,Consumer Durable,29000,36,11.4,2021-10-14,Written-Off
LN003399,CUST06394,BR036,Personal Loan,93000,48,20.58,2023-07-29,Active
LN003400,CUST07808,BR004,Personal Loan,330000,48,17.15,2022-04-24,Written-Off
LN003401,CUST05557,BR012,Personal Loan,81000,24,11.98,2021-11-23,Closed
LN003402,CUST02464,BR002,Personal Loan,424000,12,19.31,2023-12-21,Active
LN003403,CUST04371,BR030,Personal Loan,239000,24,20.77,2023-08-08,Closed
LN003404,CUST05643,BR019,Personal Loan,202000,12,17.73,2023-02-04,Active
LN003405,CUST01882,BR032,Two-Wheeler Loan,33000,24,13.78,2023-07-29,Closed
LN003406,CUST05118,BR038,Two-Wheeler Loan,407000,48,18.65,2021-03-05,Active
LN003407,CUST00010,BR006,Consumer Durable,37000,60,12.34,2021-12-14,Closed
LN003408,CUST00199,BR012,Consumer Durable,131000,24,23.5,2023-07-11,Active
LN003409,CUST03038,BR030,Consumer Durable,70000,36,19.91,2022-09-04,Active
LN003410,CUST07389,BR033,Personal Loan,371000,12,14.45,2022-05-10,Active
LN003411,CUST07405,BR030,Consumer Durable,1117000,60,17.49,2021-08-27,Active
LN003412,CUST00423,BR032,Two-Wheeler Loan,50000,36,22.63,2021-01-09,Active
LN003413,CUST02034,BR015,Personal Loan,917000,24,15.14,2022-03-30,Closed
LN003414,CUST02424,BR007,Consumer Durable,321000,18,23.08,2021-09-21,Active
LN003415,CUST07735,BR025,Two-Wheeler Loan,408000,24,17.63,2022-07-20,Written-Off
LN003416,CUST08000,BR020,Personal Loan,30000,18,12.23,2023-10-03,Active
LN003417,CUST07311,BR034,Consumer Durable,1441000,24,13.66,2021-07-25,Closed
LN003418,CUST01660,BR015,Two-Wheeler Loan,36000,12,23.24,2023-05-21,Active
LN003419,CUST05923,BR024,Personal Loan,56000,24,19.93,2023-04-23,Closed
LN003420,CUST05779,BR011,Personal Loan,1465000,24,23.56,2023-10-28,Closed
LN003421,CUST05699,BR027,Personal Loan,429000,12,18.87,2022-08-30,Active
LN003422,CUST01394,BR024,Two-Wheeler Loan,97000,48,14.71,2021-12-11,Closed
LN003423,CUST00468,BR014,Two-Wheeler Loan,207000,24,21.28,2021-06-21,Closed
LN003424,CUST03474,BR002,Consumer Durable,700000,36,15.36,2023-05-19,Active
LN003425,CUST00752,BR013,Personal Loan,594000,36,14.97,2022-10-17,Closed
LN003426,CUST02403,BR026,Consumer Durable,246000,18,13.39,2023-04-10,Written-Off
LN003427,CUST00763,BR016,Personal Loan,1349000,24,16.99,2021-12-27,Closed
LN003428,CUST01510,BR037,Personal Loan,341000,24,11.68,2022-04-17,Closed
LN003429,CUST06906,BR022,Personal Loan,1459000,18,17.0,2023-10-09,Active
LN003430,CUST04766,BR040,Consumer Durable,76000,24,17.14,2021-09-05,Active
LN003431,CUST06136,BR011,Personal Loan,431000,48,22.04,2023-10-09,Active
LN003432,CUST07787,BR040,Personal Loan,304000,24,13.27,2021-06-30,Active
LN003433,CUST03576,BR038,Personal Loan,890000,12,13.95,2023-11-28,Active
LN003434,CUST05737,BR016,Two-Wheeler Loan,1109000,48,11.32,2023-08-24,Closed
LN003435,CUST01066,BR014,Personal Loan,1397000,12,11.73,2022-05-14,Active
LN003436,CUST05840,BR017,Personal Loan,631000,60,11.07,2021-02-08,Active
LN003437,CUST04972,BR006,Personal Loan,878000,36,14.14,2022-05-24,Written-Off
LN003438,CUST01356,BR007,Consumer Durable,1096000,36,21.19,2021-03-10,Active
LN003439,CUST05145,BR019,Personal Loan,352000,24,20.4,2023-02-16,Active
LN003440,CUST06277,BR013,Personal Loan,201000,48,23.7,2021-05-25,Active
LN003441,CUST03424,BR031,Personal Loan,68000,12,20.75,2021-09-05,Active
LN003442,CUST01681,BR006,Personal Loan,1282000,36,20.19,2023-08-26,Closed
LN003443,CUST02245,BR036,Personal Loan,448000,24,17.45,2022-12-25,Written-Off
LN003444,CUST01754,BR029,Personal Loan,38000,18,12.54,2022-03-16,Written-Off
LN003445,CUST04439,BR034,Personal Loan,36000,36,11.85,2023-05-06,Active
LN003446,CUST07014,BR024,Personal Loan,679000,12,11.07,2021-04-03,Active
LN003447,CUST07613,BR025,Personal Loan,31000,24,14.4,2022-08-01,Active
LN003448,CUST00805,BR016,Two-Wheeler Loan,73000,36,23.78,2021-07-11,Written-Off
LN003449,CUST01013,BR002,Personal Loan,184000,12,24.0,2022-09-02,Active
LN003450,CUST03695,BR031,Personal Loan,332000,18,15.53,2023-10-03,Active
LN003451,CUST03815,BR033,Personal Loan,596000,24,18.36,2023-09-04,Active
LN003452,CUST02839,BR011,Consumer Durable,1061000,24,12.04,2022-11-29,Closed
LN003453,CUST07312,BR013,Consumer Durable,111000,60,21.39,2023-03-13,Active
LN003454,CUST00994,BR009,Personal Loan,499000,18,15.63,2021-02-06,Active
LN003455,CUST05404,BR025,Personal Loan,46000,48,18.4,2023-03-22,Active
LN003456,CUST02567,BR029,Personal Loan,489000,12,22.09,2021-06-03,Active
LN003457,CUST02396,BR037,Consumer Durable,1185000,12,20.54,2023-03-17,Active
LN003458,CUST00494,BR021,Consumer Durable,131000,36,21.1,2022-12-23,Written-Off
LN003459,CUST04937,BR023,Personal Loan,553000,60,16.32,2021-05-29,Closed
LN003460,CUST01066,BR021,Personal Loan,212000,18,19.77,2022-07-05,Closed
LN003461,CUST05384,BR027,Two-Wheeler Loan,1243000,18,10.64,2022-04-19,Active
LN003462,CUST06572,BR032,Consumer Durable,381000,36,17.26,2023-08-22,Written-Off
LN003463,CUST07869,BR001,Two-Wheeler Loan,569000,18,12.5,2023-12-20,Active
LN003464,CUST07666,BR037,Personal Loan,662000,12,14.52,2021-06-01,Closed
LN003465,CUST03834,BR040,Two-Wheeler Loan,58000,36,12.04,2023-09-08,Closed
LN003466,CUST00723,BR015,Two-Wheeler Loan,481000,24,12.0,2022-04-12,Active
LN003467,CUST06412,BR031,Consumer Durable,25000,12,17.96,2021-11-20,Active
LN003468,CUST00191,BR024,Personal Loan,978000,36,20.66,2023-02-10,Active
LN003469,CUST01417,BR004,Consumer Durable,189000,36,10.68,2022-11-03,Active
LN003470,CUST05193,BR032,Personal Loan,314000,36,17.55,2023-07-07,Closed
LN003471,CUST04697,BR039,Personal Loan,151000,18,21.29,2021-10-12,Active
LN003472,CUST01120,BR007,Consumer Durable,269000,18,18.71,2021-09-08,Active
LN003473,CUST06812,BR005,Two-Wheeler Loan,83000,18,18.59,2022-10-01,Active
LN003474,CUST06619,BR034,Consumer Durable,333000,18,14.01,2021-11-02,Active
LN003475,CUST03382,BR008,Two-Wheeler Loan,35000,48,23.51,2023-09-30,Closed
LN003476,CUST00888,BR013,Two-Wheeler Loan,59000,24,17.21,2022-02-04,Active
LN003477,CUST00839,BR003,Two-Wheeler Loan,310000,48,22.15,2023-09-16,Active
LN003478,CUST02648,BR016,Two-Wheeler Loan,468000,36,12.32,2021-07-18,Closed
LN003479,CUST04172,BR030,Personal Loan,74000,36,18.03,2022-04-25,Closed
LN003480,CUST02647,BR017,Personal Loan,89000,12,12.05,2022-03-08,Active
LN003481,CUST06967,BR013,Personal Loan,40000,48,15.2,2022-11-19,Closed
LN003482,CUST01463,BR037,Personal Loan,373000,48,18.2,2022-12-11,Closed
LN003483,CUST00157,BR020,Two-Wheeler Loan,127000,18,15.03,2022-10-06,Active
LN003484,CUST00939,BR024,Consumer Durable,50000,48,20.26,2023-05-25,Active
LN003485,CUST04998,BR004,Personal Loan,1466000,12,20.65,2023-12-23,Active
LN003486,CUST05807,BR004,Personal Loan,107000,60,19.41,2022-11-21,Active
LN003487,CUST03387,BR033,Consumer Durable,90000,18,20.4,2023-06-10,Active
LN003488,CUST03907,BR023,Personal Loan,584000,48,15.99,2022-12-12,Closed
LN003489,CUST02243,BR009,Two-Wheeler Loan,337000,18,21.58,2022-11-08,Active
LN003490,CUST04923,BR026,Personal Loan,81000,12,16.69,2022-03-24,Closed
LN003491,CUST01517,BR014,Personal Loan,570000,18,10.6,2021-10-11,Closed
LN003492,CUST03494,BR003,Personal Loan,1187000,18,15.96,2023-04-15,Written-Off
LN003493,CUST04110,BR018,Personal Loan,1030000,36,11.29,2021-12-09,Closed
LN003494,CUST04071,BR027,Consumer Durable,189000,18,16.58,2021-11-29,Closed
LN003495,CUST07825,BR024,Personal Loan,1243000,12,16.69,2021-04-22,Active
LN003496,CUST01815,BR020,Two-Wheeler Loan,97000,24,23.34,2022-04-26,Closed
LN003497,CUST06425,BR035,Personal Loan,679000,24,15.35,2022-09-16,Closed
LN003498,CUST02630,BR026,Personal Loan,739000,12,19.21,2022-11-16,Active
LN003499,CUST04078,BR021,Two-Wheeler Loan,498000,60,11.63,2023-01-16,Active
LN003500,CUST07922,BR027,Consumer Durable,860000,24,17.49,2023-10-29,Active
LN003501,CUST00114,BR018,Two-Wheeler Loan,1296000,48,12.86,2021-06-05,Closed
LN003502,CUST03226,BR010,Personal Loan,570000,18,19.23,2023-08-29,Closed
LN003503,CUST00118,BR011,Two-Wheeler Loan,496000,24,20.04,2023-05-13,Closed
LN003504,CUST01067,BR016,Personal Loan,153000,60,12.84,2023-04-30,Active
LN003505,CUST02227,BR027,Personal Loan,279000,12,19.97,2023-09-26,Active
LN003506,CUST00651,BR014,Personal Loan,40000,48,13.73,2022-10-31,Active
LN003507,CUST00420,BR037,Personal Loan,39000,48,12.9,2021-09-12,Closed
LN003508,CUST04262,BR035,Two-Wheeler Loan,1018000,36,18.53,2022-04-24,Active
LN003509,CUST05343,BR008,Personal Loan,88000,60,15.22,2023-08-15,Active
LN003510,CUST05701,BR039,Consumer Durable,316000,12,17.61,2022-10-27,Closed
LN003511,CUST04052,BR004,Personal Loan,685000,18,18.88,2023-03-20,Written-Off
LN003512,CUST07723,BR030,Consumer Durable,676000,24,18.3,2021-11-25,Closed
LN003513,CUST03536,BR003,Personal Loan,870000,24,21.21,2022-07-09,Active
LN003514,CUST06037,BR010,Personal Loan,1347000,60,21.99,2023-02-26,Closed
LN003515,CUST00309,BR014,Personal Loan,1365000,36,17.45,2021-11-19,Active
LN003516,CUST05140,BR031,Personal Loan,64000,24,20.39,2023-04-30,Active
LN003517,CUST05411,BR038,Personal Loan,32000,36,19.08,2022-02-23,Closed
LN003518,CUST05817,BR031,Two-Wheeler Loan,121000,18,20.87,2021-07-13,Written-Off
LN003519,CUST06517,BR039,Consumer Durable,446000,60,19.14,2022-01-20,Written-Off
LN003520,CUST07856,BR032,Personal Loan,74000,24,20.89,2021-06-11,Active
LN003521,CUST04947,BR012,Two-Wheeler Loan,80000,36,18.43,2021-02-27,Active
LN003522,CUST03886,BR015,Personal Loan,1428000,60,18.58,2023-09-03,Written-Off
LN003523,CUST01471,BR029,Personal Loan,98000,12,16.53,2023-03-26,Closed
LN003524,CUST05070,BR018,Personal Loan,99000,36,19.07,2022-12-25,Written-Off
LN003525,CUST02978,BR037,Personal Loan,1337000,48,14.47,2023-09-02,Active
LN003526,CUST03357,BR026,Personal Loan,752000,60,11.86,2021-02-20,Active
LN003527,CUST04350,BR037,Personal Loan,360000,36,16.73,2022-04-26,Active
LN003528,CUST01631,BR030,Personal Loan,62000,24,16.18,2021-08-16,Active
LN003529,CUST00434,BR027,Personal Loan,591000,24,21.93,2022-07-20,Active
LN003530,CUST04531,BR017,Personal Loan,170000,36,22.02,2021-08-03,Active
LN003531,CUST03040,BR015,Two-Wheeler Loan,686000,60,14.14,2023-10-15,Active
LN003532,CUST04637,BR015,Personal Loan,58000,12,17.41,2021-12-15,Written-Off
LN003533,CUST05379,BR032,Personal Loan,34000,36,23.03,2021-02-26,Active
LN003534,CUST04972,BR031,Personal Loan,485000,48,23.06,2023-02-21,Active
LN003535,CUST02011,BR029,Personal Loan,791000,12,19.63,2022-09-13,Active
LN003536,CUST01957,BR021,Two-Wheeler Loan,460000,60,16.52,2023-03-31,Active
LN003537,CUST02625,BR010,Personal Loan,44000,48,17.96,2022-11-03,Active
LN003538,CUST04744,BR016,Personal Loan,79000,60,21.89,2021-05-09,Closed
LN003539,CUST00246,BR014,Personal Loan,1226000,18,16.27,2021-03-14,Closed
LN003540,CUST07695,BR033,Personal Loan,409000,12,19.88,2021-08-02,Closed
LN003541,CUST00990,BR004,Personal Loan,374000,36,12.21,2022-03-03,Closed
LN003542,CUST00111,BR012,Two-Wheeler Loan,854000,24,17.38,2023-08-21,Closed
LN003543,CUST05168,BR038,Consumer Durable,390000,36,13.93,2021-04-28,Active
LN003544,CUST00922,BR037,Consumer Durable,485000,36,14.67,2022-06-14,Closed
LN003545,CUST06784,BR018,Personal Loan,1267000,36,19.74,2022-01-25,Active
LN003546,CUST01468,BR040,Consumer Durable,447000,36,23.15,2021-08-25,Active
LN003547,CUST04776,BR030,Two-Wheeler Loan,615000,60,23.44,2021-11-28,Active
LN003548,CUST03475,BR018,Two-Wheeler Loan,149000,12,22.42,2021-07-15,Active
LN003549,CUST07147,BR025,Personal Loan,1351000,60,23.01,2021-02-05,Closed
LN003550,CUST01334,BR035,Consumer Durable,85000,12,20.92,2022-09-25,Active
LN003551,CUST00210,BR034,Personal Loan,1104000,18,22.26,2023-11-20,Active
LN003552,CUST02645,BR011,Personal Loan,90000,18,20.78,2022-10-22,Closed
LN003553,CUST01551,BR020,Consumer Durable,98000,60,10.54,2021-08-12,Active
LN003554,CUST06039,BR031,Personal Loan,1340000,48,23.64,2022-03-18,Active
LN003555,CUST05166,BR020,Consumer Durable,634000,12,15.77,2021-10-06,Closed
LN003556,CUST02082,BR035,Consumer Durable,737000,60,15.03,2023-07-05,Active
LN003557,CUST05663,BR025,Consumer Durable,28000,60,14.5,2022-06-13,Closed
LN003558,CUST00738,BR032,Consumer Durable,1148000,48,15.33,2022-08-04,Closed
LN003559,CUST07385,BR018,Personal Loan,96000,12,17.67,2021-06-27,Closed
LN003560,CUST03108,BR032,Personal Loan,915000,12,22.52,2022-08-02,Closed
